Source,Affiliation,Institution,Country,DOI,ORCID,gleif,grid,psi,wikidata,isni
CrossRef,"Sunnybrook Health Sciences Centre, Toronto, ON, Canada; Calvary Mater Newcastle, Newcastle, Australia; CancerCare Manitoba, Winnipeg, MB, Canada",Sunnybrook Health Sciences Centre,CA,10.1200/jco.2012.30.5_suppl.186,,,,,,
CrossRef,"Sorbonne Universités; UPMC Univ; Paris 06 UR2, L2E, F-75005 Paris France","Sorbonne UniversitA?©s; UPMC Univ; Paris 06 UR2, L2E",FR,10.1002/jnm.2233,,,,,,
CrossRef,"Department of Biomedical and Biotechnological Sciences, Section of Physiology; University of Catania; Catania Italy","Department of Biomedical and Biotechnological Sciences, Section of Physiology; University of Catania;",IT,10.1002/jnr.23846,,,,,,
CrossRef,Department of Biology; University of Missouri-St. Louis; One University Boulevard St. Louis MO 63121-4499 USA,Department of Biology; University of Missouri-St. Louis; One University Boulevard,US,10.1111/j.1365-2656.2012.02024.x,,,,,,
CrossRef,"Graduate School of Science and Engineering, University of Toyama","Graduate School of Science and Engineering, University of Toyama",,10.2187/bss.31.9,,,,,,
CrossRef,University of Alabama at; Birmingham,University of Alabama at; Birmingham,US,10.1002/art.38117,,,,,,
CrossRef,"Kyungpook National University, Daegu, South Korea",Kyungpook National University,KR,10.1145/2695664.2695666,,,,,,
CrossRef,"From the Department of Ophthalmology, Howard University Hospital, Washington, DC; the","From the Department of Ophthalmology, Howard University Hospital",US,10.1167/iovs.12-9866,,,,,,
CrossRef,Large Animal Hospital; Copenhagen University; Taastrup Denmark,Large Animal Hospital; Copenhagen University;,DK,10.1111/eve.12145,,,,,,
CrossRef,"Tufts Medical Center, Boston, MA",Tufts Medical Center,US,10.1200/jco.2016.34.3_suppl.147,,,,,,
CrossRef,Assistant Professor of History at Texas A&M University,Assistant Professor of History at Texas A&M University,US,10.1111/russ.12130,,,,,,
CrossRef,"Audubon Appleton-Whittell Research Ranch, HC 1, Box 44, Elgin, Arizona 85611, USA",Audubon Appleton-Whittell Research Ranch,US,10.7589/0090-3558-42.4.825,,,,,,
CrossRef,"Department of Urology, Nihon University School of Medicine","Department of Urology, Nihon University School of Medicine",,10.5980/jpnjurol1928.73.7_898,,,,,,
CrossRef,"Department of Medical Research, Cathay General Hospital, Taipei 10630, Taiwan, R.O.C.","Department of Medical Research, Cathay General Hospital",CN,10.3892/ol.2016.5275,,,,,,
CrossRef,"University of Pernambuco,  Brazil",University of Pernambuco,BR,10.1590/0004-2730000002941,,,,,,
CrossRef,Columbia College Chicago; Chicago IL USA,Columbia College Chicago;,US,10.1002/9781118785317.weom090300,,,,,,
CrossRef,UFPEL,UFPEL,,10.1590/s0004-282x1980000200011,,,,,,
CrossRef,Biology-oriented Science and Technology; Kinki University; Kinokawa Wakayama Japan,Biology-oriented Science and Technology; Kinki University;,JP,10.1111/1574-6968.12357,,,,,,
CrossRef,"Pediatric Hematology/Oncology, University Children's Hospital Tübingen, Germany","Pediatric Hematology/Oncology, University Children's Hospital TA?1?4bingen",DE,10.1055/s-0033-1333749,,,,,,
CrossRef,"Chemistry Department, Faculty of Science; Assiut University; Assiut 71516 Egypt","Chemistry Department, Faculty of Science; Assiut University;",EG,10.1002/jhet.1797,,,,,,
CrossRef,German Aerospace Center (DLR),German Aerospace Center,,10.2514/6.2017-4145,,,,,,
CrossRef,PILAR Research and Education; Cambridge UK,PILAR Research and Education;,UK,10.1002/oby.21677,,,,,,
CrossRef,Department of Pathology & Laboratory Medicine; Cedars-Sinai Medical Center; Los Angeles California,Department of Pathology & Laboratory Medicine; Cedars-Sinai Medical Center; Los Angeles California,US,10.1111/tbj.12494,,,,,,
CrossRef,"Department of Pharmacology, School of Pharmacy; Addis Ababa University; P O Box 1176; Addis Ababa; Ethiopia","Department of Pharmacology, School of Pharmacy; Addis Ababa University;",ET,10.1002/ptr.4744,,,,,,
CrossRef,Department of Obstetrics and Gynecology; Jichi Medical University; Jichi Medical University; Shimotsuke Tochigi Japan,Department of Obstetrics and Gynecology; Jichi Medical University; Jichi Medical University;,JP,10.1111/aogs.12693,,,,,,
CrossRef,"Universidade Estadual de Londrina,  Brazil",Universidade Estadual de Londrina,BR,10.1590/0103-8478cr20141040,,,,,,
CrossRef,"Departments of Neurosurgery and Anaesthesiology, University Hospital, Uppsala, Sweden","Departments of Neurosurgery and Anaesthesiology, University Hospital",SE,10.3171/jns.1973.38.5.0561,,,,,,
CrossRef,"Monash University, Australia",Monash University,AU,10.4018/978-1-61350-074-3.ch024,,,,,,
CrossRef,"Universidade de São Paulo,  Brazil",Universidade de SA?£o Paulo,BR,10.1590/s2317-64312015000200001489,,,,,,
CrossRef,"Department of Psychology, Bilkent University, Ankara, TurkeyNational Magnetic Resonance Research Center, Bilkent University, Ankara, TurkeyDepartment of Psychology, Justus-Liebig-University Giessen, Giessen, Germanydicle@bilkent.edu.trhttps://www.uni-giessen.de/fbz/fb06/psychologie/abt/allgemeine-psychologie/bapl/team/dicledovencioglu","Department of Psychology, Bilkent University",,10.1167/17.6.3,,,,,,
CrossRef,"School of Pharmacy and Pharmaceutical Sciences, Mukogawa Women’s University","School of Pharmacy and Pharmaceutical Sciences, Mukogawa Womena?s University",,10.1248/bpb.b15-00731,,,,,,
CrossRef,"Department of Pediatrics, Kyungpook National University School of Medicine, Daegu, Korea.","Department of Pediatrics, Kyungpook National University School of Medicine",KR,10.3350/kjhep.2009.15.2.168,,,,,,
CrossRef,NARO Institute of Livestock and Grassland Science; Tsukuba Japan,NARO Institute of Livestock and Grassland Science;,JP,10.1111/asj.12224,,,,,,
CrossRef,Service d'Hématologie Clinique Hôpital Aziza Othmana; Tunis Tunisia,Service d'HA?©matologie Clinique HA? ?pital Aziza Othmana;,,10.1111/hae.12631,,,,,,
CrossRef,"Student Questioned Document Examiner, Questioned Document Division U.S. Army Criminal Investigation Laboratory, Ft Gillem, GA 30050, US.","Student Questioned Document Examiner, Questioned Document Division U.S. Army Criminal Investigation Laboratory",US,10.1520/jfs15361j,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/tx.24239,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Korea Photonics Technology Institute, Nano Photonics Research Center, Gwangju, Republic of Korea","Korea Photonics Technology Institute, Nano Photonics Research Center",,10.1117/1.oe.56.2.027103,,,,,,
CrossRef,"INFN, Laboratori Nazionali di Legnaro (LNL), Via dell’Università 2, 35020 Legnaro, Italy","INFN, Laboratori Nazionali di Legnaro (LNL)",IT,10.1155/2013/972381,,,,,,
CrossRef,"Key Laboratory of Laboratory Medicine of Jiangsu Province, School of Medicine","Key Laboratory of Laboratory Medicine of Jiangsu Province, School of Medicine",,10.1002/stem.2432,,,,,,
CrossRef,"Section of Nephrology, Department of Medicine, Baylor College of Medicine, Houston, Texas2Associate Editor, JAMA","Section of Nephrology, Department of Medicine, Baylor College of Medicine",,10.1001/jama.2015.7521,,,,,,
CrossRef,UNESP,UNESP,,10.1590/s0100-83581978000100001,,,,,,
CrossRef,"Air Force Institute of Technology, Wright–Patterson Air Force Base, Ohio 45433","Air Force Institute of Technology, Wrighta?Patterson Air Force Base",US,10.2514/1.g002652,,,,,,
CrossRef,Department of Neurosurgery; Xinqiao Hospital; Third Military Medical University; Chongqing China,Department of Neurosurgery; Xinqiao Hospital; Third Military Medical University;,CN,10.1111/cns.12494,,,,,,
CrossRef,UFSM,UFSM,,10.1590/s0102-05362004000400020,,,,,,
CrossRef,Universidade Federal da Bahia,Universidade Federal da Bahia,,10.1590/s1517-74912001000300007,,,,,,
CrossRef,"Hefei National Laboratory for Physical Sciences at the Microscale, iChEM; CAS Key Laboratory of Urban Pollutant Conversion; Anhui Province Key Laboratory of Biomass Clean Energy; Department of Chemistry; University of Science and Technology of China; Hefei 230026 China","Hefei National Laboratory for Physical Sciences at the Microscale, iChEM; CAS Key Laboratory of Urban Pollutant Conversion; Anhui Province Key Laboratory of Biomass Clean Energy; Department of Chemistry; University of Science and Technology of China;",CN,10.1002/chem.201602610,,,,,,
CrossRef,European Centre for Disease Prevention and Control (ECDC); Stockholm Sweden,European Centre for Disease Prevention and Control (ECDC);,SE,10.1111/dmcn.12543,,,,,,
CrossRef,Department of Geography; University of North Carolina; Chapel Hill North Carolina USA,Department of Geography; University of North Carolina; Chapel Hill North Carolina USA,US,10.1002/2015jg003023,,,,,,
CrossRef,"Haldor Topsoe, Inc., Houston, TX (United States)","Haldor Topsoe, Inc.",US,10.2172/1173129,,,,,,
CrossRef,UFES,UFES,,10.17648/galoa-cbee-6-28706,,,,,,
CrossRef,Texas Woman's University; Denton TX USA,Texas Woman's University;,US,10.1002/9781118785317.weom060217,,,,,,
CrossRef,"Biogen Idec, Inc.; Cambridge MA USA","Biogen Idec, Inc.; Cambridge MA",US,10.1002/9781118541203.xen383,,,,,,
CrossRef,"OncoHematology Unit, Fondazione Ca' Granda IRCCS; Ospedale Maggiore Policlinico; Milan Italy","OncoHematology Unit, Fondazione Ca' Granda IRCCS; Ospedale Maggiore Policlinico;",IT,10.1002/hon.2327,,,,,,
CrossRef,"Department of Surgery, Jikei University School of Medicine","Department of Surgery, Jikei University School of Medicine",,10.3919/jjsa.76.117,,,,,,
CrossRef,"Department of Neurology, Kyungpook National University School of Medicine, Daegu, Korea.","Department of Neurology, Kyungpook National University School of Medicine",KR,10.14253/kjcn.2015.17.1.38,,,,,,
CrossRef,"Bharathidasan University, India",Bharathidasan University,IN,10.4018/978-1-4666-6086-1.ch014,,,,,,
CrossRef,"Institute of Physics, Częstochowa University of Technology, al. Armii Krajowej 19, 42-200 Częstochowa, Poland","Institute of Physics, CzA?stochowa University of Technology",PL,10.12693/aphyspola.129.193,,,,,,
CrossRef,College of Electronic and Information Engineering; Nanjing University of Aeronautics and Astronautics; Nanjing 211106 China,College of Electronic and Information Engineering; Nanjing University of Aeronautics and Astronautics;,CN,10.1002/cjg2.20231,,,,,,
CrossRef,"Département de Mathématiques et Informatique, Faculté des Sciences, Université d'Antananarivo, BP 906, Ambohitsaina 101-Antananarivo, Madagascar","DA?©partement de MathA?©matiques et Informatique, FacultA?© des Sciences",MG,10.4153/cmb-2015-022-2,,,,,,
CrossRef,"Vilnius University, Lithuania",Vilnius University,LT,10.4018/978-1-4666-2943-1.ch006,,,,,,
CrossRef,Division of Otolaryngology-HNS Department of Surgery University of Maryland School of Medicine Baltimore,Division of Otolaryngology-HNS Department of Surgery University of Maryland School of Medicine Baltimore,US,10.1044/jshr.3901.04,,,,,,
CrossRef,School of Science; China Pharmaceutical University; Nanjing 210009 China,School of Science; China Pharmaceutical University;,CN,10.1002/bio.2871,,,,,,
CrossRef,University of Cambridge,University of Cambridge,,10.1145/2940157.2940160,,,,,,
CrossRef,"West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu 610041, Sichuan, CN.","West China School of Preclinical and Forensic Medicine, Sichuan University",,10.1520/jfs15537j,,,,,,
CrossRef,"Department of Physics, Faculty of Science; Universiti Teknologi Malaysia, 81310; UTM Skudai Johor Malaysia","Department of Physics, Faculty of Science; Universiti Teknologi Malaysia",MY,10.1002/bio.2902,,,,,,
CrossRef,Department of Soils and Fertilizers National Agriculture Research Center,Department of Soils and Fertilizers National Agriculture Research Center,,10.6090/jarq.35.11,,,,,,
CrossRef,"Santa Casa de São Paulo,  Brazil",Santa Casa de SA?£o Paulo,BR,10.1590/s1516-31802011000100004,,,,,,
CrossRef,"Department of Earth, Atmospheric and Planetary Sciences; Massachusetts Institute of Technology; Cambridge; Massachusetts; USA","Department of Earth, Atmospheric and Planetary Sciences; Massachusetts Institute of Technology;",US,10.1029/2003gb002179,,,,,,
CrossRef,"Boston University, USA",Boston University,US,10.4018/978-1-4666-4026-9.ch007,,,,,,
CrossRef,"Theoretical Division Los Alamos National Laboratory, Los Alamos, New Mexico, USA",Theoretical Division Los Alamos National Laboratory,US,10.1142/9789813220669_0025,,,,,,
CrossRef,"Department of Rehabilitation Sciences Post Graduation Program, Universidade Nove de Julho, São Paulo, Brazil","Department of Rehabilitation Sciences Post Graduation Program, Universidade Nove de Julho",BR,10.12659/mst.890381,,,,,,
CrossRef,Department of Materials Science and Chemical Engineering; Shizuoka University; 3-5-1 Johoku; Naka-ku; Hamamatsu; 432-8561; Japan,Department of Materials Science and Chemical Engineering; Shizuoka University;,JP,10.1002/sia.3834,,,,,,
CrossRef,"Department of Mathematics, University of Central Florida, Orlando 32816, FL, USA","Department of Mathematics, University of Central Florida",US,10.1155/s0161171293000298,,,,,,
CrossRef,Stony Brook University,Stony Brook University,,10.1145/3021304.3021306,,,,,,
CrossRef,"School of Health, Nursing and Midwifery; University of the West of Scotland; Paisley UK","School of Health, Nursing and Midwifery; University of the West of Scotland;",UK,10.1111/opn.12028,,,,,,
CrossRef,Jet Propulsion Laboratory; California Institute of Technology; Pasadena California USA,Jet Propulsion Laboratory; California Institute of Technology;,US,10.1029/2002ja009588,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/ex.20152,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Jet Propulsion Laboratory; California Institute of Technology; Pasadena; California; USA,Jet Propulsion Laboratory; California Institute of Technology;,US,10.1029/2005rs003279,,,,,,
CrossRef,"Institute of Physics, Polish Academy of Sciences, Al. Lotników 32/46, Warszawa, Poland","Institute of Physics, Polish Academy of Sciences",PL,10.12693/aphyspola.79.315,,,,,,
CrossRef,"Department of Pharmacy and Biotechnology, Alma Mater Studiorum, University of Bologna, Via Irnerio 48, 40126 Bologna, Italy","Department of Pharmacy and Biotechnology, Alma Mater Studiorum, University of Bologna",IT,10.1155/2015/196914,,,,,,
CrossRef,"Division of Entomology, Indian Agricultural Research Institute, New Delhi 110012, India","Division of Entomology, Indian Agricultural Research Institute",IN,10.1155/2012/604087,,,,,,
CrossRef,University of Basel and Federal Reserve Bank of St. Louis,University of Basel and Federal Reserve Bank of St. Louis,,10.1111/ecoj.12449,,,,,,
CrossRef,School of Chemistry; the Australian Centre for NanoMedicine and the ARC Centre of Excellence in Convergent Bio-Nano Science and Technology; The University of New South Wales; Sydney 2052 NSW Australia,School of Chemistry; the Australian Centre for NanoMedicine and the ARC Centre of Excellence in Convergent Bio-Nano Science and Technology; The University of New South Wales;,AU,10.1002/anie.201607921,,,,,,
CrossRef,School of Semiconductor and Chemical Engineering; Semiconductor Physics Research Center; Chonbuk National University; Jeonju 561-756 Korea,School of Semiconductor and Chemical Engineering; Semiconductor Physics Research Center; Chonbuk National University;,KR,10.1111/ijac.12483,,,,,,
CrossRef,"Research Institute of Chemistry, Konishiroku Photo. Ind. Co., Ltd.","Research Institute of Chemistry, Konishiroku Photo. Ind. Co., Ltd.",,10.1248/yakushi1947.71.12_1456,,,,,,
CrossRef,"Nutrition, Exercise Physiology, and Sarcopenia Laboratory; Jean Mayer USDA Human Nutrition Research Center; Tufts University; 711 Washington Street Boston MA 02111 USA","Nutrition, Exercise Physiology, and Sarcopenia Laboratory; Jean Mayer USDA Human Nutrition Research Center; Tufts University;",US,10.1111/acel.12251,,,,,,
CrossRef,"University of Tianjin, China",University of Tianjin,CN,10.2495/icesep130581,,,,,,
CrossRef,Institute for Hydrobiology and Fisheries Science; University of Hamburg; Olbersweg 24 22767 Hamburg Germany,Institute for Hydrobiology and Fisheries Science; University of Hamburg;,DE,10.1111/2041-210x.12045,,,,,,
CrossRef,Allergy and Respiratory Diseases Clinic; University of Genoa; IRCCS-AOU San Martino; Genova; Italy,Allergy and Respiratory Diseases Clinic; University of Genoa; IRCCS-AOU San Martino;,IT,10.1111/all.12014,,,,,,
CrossRef,Berlin,Berlin,,10.3139/104.080104,,,,,,
CrossRef,Centre for Clean Energy Technology; University of Technology Sydney; Broadway Sydney NSW 2007 Australia,Centre for Clean Energy Technology; University of Technology Sydney;,AU,10.1002/adfm.201500863,,,,,,
CrossRef,"University of Louisiana – Lafayette, USA",University of Louisiana a? Lafayette,US,10.4018/978-1-5225-2472-4.ch012,,,,,,
CrossRef,Geriatric Unit; Department of Medical and Surgery Sciences; Brescia Italy,Geriatric Unit; Department of Medical and Surgery Sciences;,IT,10.1111/jgs.12625,,,,,,
CrossRef,"University of Latvia, Latvia",University of Latvia,LV,10.5220/0005374503030312,,,,,,
CrossRef,Department of Chemistry; Bogazici University; 34342 Bebek Istanbul Turkey,Department of Chemistry; Bogazici University;,TR,10.1002/pola.27025,,,,,,
CrossRef,"Federal University of Santa Maria,  Brasil",Federal University of Santa Maria,BR,10.1590/s1516-89132000000100012,,,,,,
CrossRef,"University of Trento & Telecom Italia, Trento, Italy",University of Trento & Telecom Italia,IT,10.1145/2733373.2806250,,,,,,
CrossRef,"Department of Internal Medicine, Institute of Gastroenterology, Brain Korea 21 Project for Medical Science, Yonsei University College of Medicine, Seoul, Korea.","Department of Internal Medicine, Institute of Gastroenterology, Brain Korea 21 Project for Medical Science, Yonsei University College of Medicine",KR,10.3349/ymj.2003.44.3.534,,,,,,
CrossRef,"Department of Pacing and Electrophysiology, The First Affiliated Hospital of Xinjiang Medical University, Urumqi, Xinjiang, China (mainland)","Department of Pacing and Electrophysiology, The First Affiliated Hospital of Xinjiang Medical University",,10.12659/msm.894320,,,,,,
CrossRef,"The University of Sydney, Faculty of Health Sciences, P.O. Box 170, Lidcombe, NSW 1825, Australia","The University of Sydney, Faculty of Health Sciences",AU,10.1155/2013/847293,http://orcid.org/0000-0002-3659-6710,,,,,
CrossRef,Department of Polymer Engineering and Technology; University of the Punjab; Lahore 54590 Pakistan,Department of Polymer Engineering and Technology; University of the Punjab;,PK,10.1002/adv.21739,,,,,,
CrossRef,"Center for Climate Change and Sustainable Energy Policy, Central European University, Budapest H-1051, Hungary; email: ,","Center for Climate Change and Sustainable Energy Policy, Central European University",,10.1146/annurev-environ-031312-125456,,,,,,
CrossRef,"Klinik für Unfall-, Hand- und Wiederherstellungschirurgie, Universitätsklinikum des Saarlandes, Homburg","Klinik fA?1?4r Unfall-, Hand- und Wiederherstellungschirurgie, UniversitA?¤tsklinikum des Saarlandes",,10.1055/s-0042-113774,,,,,,
CrossRef,"From the Vision Science Research Program, Toronto Western Hospital, Toronto, Ontario, Canada; the2Centre for Vision Research, York University, Toronto, Ontario, Canada; and the","From the Vision Science Research Program, Toronto Western Hospital",CA,10.1167/iovs.07-1290,,,,,,
CrossRef,"Department of Medicine, School of Medicine, University of Utah, Salt Lake City, UT 84132, USA","Department of Medicine, School of Medicine, University of Utah",US,10.1155/2016/9142598,http://orcid.org/0000-0003-2464-9640,,,,,
CrossRef,"University of Michigan, Ann Arbor, MI",University of Michigan,US,10.1115/msec2016-8589,,,,,,
CrossRef,"Augenklinik, Universitätsspital Basel, Schweiz",Augenklinik,CH,10.1055/s-0035-1545815,,,,,,
CrossRef,"Department of Surgery, Hospital das Clínicas, Universidade Federal do Paraná–UFPR, Curitiba, PR, Brazil","Department of Surgery, Hospital das ClA?­nicas, Universidade Federal do ParanA?¡a?UFPR",BR,10.1055/s-0033-1358584,,,,,,
CrossRef,"Department of Orthopaedic Surgery, Daedong General Hospital, Busan, Korea.","Department of Orthopaedic Surgery, Daedong General Hospital",KR,10.4055/cios.2010.2.4.232,,,,,,
CrossRef,Institute of Environment and Resources; Technical University of Denmark; Kongens Lyngby Denmark,Institute of Environment and Resources; Technical University of Denmark;,DK,10.1029/2006wr005663,,,,,,
CrossRef,Aachen,Aachen,,10.1002/srin.193400476,,,,,,
CrossRef,Environmental Remote Sensing Group; Arizona State University; Tempe; AZ; USA,Environmental Remote Sensing Group; Arizona State University;,US,10.1002/we.539,,,,,,
CrossRef,"Department of Psychiatry, School of Medicine, Gachon University, Incheon, Korea.","Department of Psychiatry, School of Medicine, Gachon University",KR,10.4306/jknpa.2013.52.4.231,,,,,,
CrossRef,University of Kentucky,University of Kentucky,US,10.1590/s0100-879x1999001100003,,,,,,
CrossRef,Centre for Mental Health; University Health Network; Toronto Ontario Canada,Centre for Mental Health; University Health Network;,CA,10.1002/jts.22176,,,,,,
CrossRef,Osaka Prefectural Technical College,Osaka Prefectural Technical College,,10.2473/shigentosozai1953.95.1101_803,,,,,,
CrossRef,"Department of Veterinary Pathobiology, Purdue University, West Lafayette, IN 47907, USA","Department of Veterinary Pathobiology, Purdue University",US,10.7589/0090-3558-35.2.388,,,,,,
CrossRef,"Department of Informatics, University of Almería, Spain","Department of Informatics, University of AlmerA?­a",ES,10.1155/2014/692510,,,,,,
CrossRef,"University of São Paulo, Brazil",University of SA?£o,BR,10.4018/978-1-5225-2495-3.ch003,,,,,,
CrossRef,Universidad de La Frontera,Universidad de La Frontera,,10.1590/s1516-89131998000300002,,,,,,
CrossRef,The College of St. Scholastica,The College of St. Scholastica,,10.1111/rsr.12425,,,,,,
CrossRef,"Agency for Agribusiness Technology of São Paulo, 13400-970 Piracicaba, Brazil.",Agency for Agribusiness Technology of SA?£o Paulo,BR,10.4142/jvs.2016.17.4.459,,,,,,
CrossRef,"London, UK",London,UK,10.3366/pah.2017.0199,,,,,,
CrossRef,"From the Department of Ophthalmology and Visual Sciences, The Chinese University of Hong Kong, Hong Kong, China; and the2Department of Ophthalmology, Beijing Tongren Hospital, Capital University of Medical Sciences, Beijing, China.","From the Department of Ophthalmology and Visual Sciences, The Chinese University of Hong Kong",CN,10.1167/iovs.08-3151,,,,,,
CrossRef,Private Practice; Gravedona (Como) Italy,Private Practice;,IT,10.1111/clr.12181,,,,,,
CrossRef,"Universidade Diego Portales,  Chile",Universidade Diego Portales,CL,10.1590/s2178-14942017000100005,,,,,,
CrossRef,"Faculty of Medicine, Saint-Joseph University, P.O. Box 11-5076, Riad El Solh, Beirut 1107 2180, Lebanon","Faculty of Medicine, Saint-Joseph University",LB,10.1155/2015/257927,,,,,,
CrossRef,"Department of Chemistry, Faculty of Science, Dicle University, 21280 Diyarbakir, Turkey","Department of Chemistry, Faculty of Science, Dicle University",TR,10.1155/2015/695324,,,,,,
CrossRef,"AK St. Georg, Hamburg, Germany; Onkologische Schwerpunktpraxis Hamburg, Hamburg, Germany; Eli Lilly &amp; Co, Bad Homburg, Germany; Eli Lilly and Company, Indianapolis, IN",AK St. Georg,DE,10.1200/jco.2004.22.90140.2103,,,,,,
CrossRef,"Department of Urology, Tohoku University School of Medicine","Department of Urology, Tohoku University School of Medicine",,10.5980/jpnjurol1928.79.6_1011,,,,,,
CrossRef,Strasbourg Hospital and University; Strasbourg France,Strasbourg Hospital and University;,FR,10.1002/art.39172,,,,,,
CrossRef,"Department of Surgery, Wakaba Hospital, 28-13 Minami-Chuo, Tsu, Mie 514-0832, Japan","Department of Surgery, Wakaba Hospital",JP,10.1155/2014/696403,,,,,,
CrossRef,Department of Otolaryngology-Head and Neck Surgery; Johns Hopkins University School of Medicine; Baltimore MD,Department of Otolaryngology-Head and Neck Surgery; Johns Hopkins University School of Medicine;,US,10.1002/alr.21647,,,,,,
CrossRef,"Embrapa Amazônia Oriental,  Brasil",Embrapa AmazA? ?nia Oriental,BR,10.1590/s1676-06032003000200003,,,,,,
CrossRef,"Department of Biomedical Sciences and Human Oncology, Clinica Medica ""A. Murri"", University of Bari Medical School, Bari, Italy.","Department of Biomedical Sciences and Human Oncology, Clinica Medica ""A. Murri"", University of Bari Medical School",IT,10.4082/kjfm.2016.37.4.205,,,,,,
CrossRef,"Department of Electronics, University Mohamed Boudiaf of M'sila BP.166, Route Ichebilia, M'sila 28000 Algeria","Department of Electronics, University Mohamed Boudiaf of M'sila BP.",DZ,10.12693/aphyspola.127.1124,,,,,,
CrossRef,"Budapest University of Technology and Economics, Hungary",Budapest University of Technology and Economics,HU,10.4018/978-1-4666-9479-8.ch020,,,,,,
CrossRef,"Fetal Medicine Unit, Department of Obstetrics; St George's Hospital; London United Kingdom","Fetal Medicine Unit, Department of Obstetrics; St George's Hospital;",UK,10.1002/uog.12705,,,,,,
CrossRef,"Centre Léon Bérard, Lyon, France; Hopital Thenon, Paris, France; Hopital Saint Antoine, Paris, France; CHU Boulogne sur Mer, Boulogne sur mer, France; Center Hospitalier Annecy, Annecy, France; Centre Mignot, Versaille, France; CHU Tours, Tours, France",Centre LA?©on BA?©rard,FR,10.1200/jco.2004.22.90140.5110,,,,,,
CrossRef,Université de Liège,UniversitA?© de LiA? ?ge,,10.1111/jora.12031,,,,,,
CrossRef,"Department of Anorectal Surgery, Jinan Central Hospital Affiliated to Shandong University, Jinan, Shandong 250013, P.R. China","Department of Anorectal Surgery, Jinan Central Hospital Affiliated to Shandong University",CN,10.3892/ol.2017.5750,,,,,,
CrossRef,"Department of Anesthesiology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Korea.","Department of Anesthesiology, Samsung Medical Center, Sungkyunkwan University School of Medicine",KR,10.4097/kjae.2001.41.2.252,,,,,,
CrossRef,"Department of Anesthesiology and Pain Medicine, School of Dentistry, Kyungpook National University, Daegu, Korea.","Department of Anesthesiology and Pain Medicine, School of Dentistry, Kyungpook National University",KR,10.17245/jdapm.2016.16.3.159,,,,,,
CrossRef,Technical University of Dortmund,Technical University of Dortmund,,10.4204/eptcs.121.2,,,,,,
CrossRef,"Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins School of Medicine, Baltimore, Maryland","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins School of Medicine",US,10.1001/jamaoncol.2015.1976,,,,,,
CrossRef,BAM Federal Institute for Materials Research and Testing; Unter den Eichen 87 12205 Berlin Germany,BAM Federal Institute for Materials Research and Testing;,DE,10.1002/pat.3165,,,,,,
CrossRef,Department of Chemistry; Indian Institute of Technology Madras; Chennai- 600036 Tamil Nadu India,Department of Chemistry; Indian Institute of Technology Madras;,IN,10.1002/chem.201604911,,,,,,
CrossRef,Gedeon Richter Plc; Department of Medicinal Chemistry; Gyömröi ut 30 1103 Budapest Hungary,Gedeon Richter Plc; Department of Medicinal Chemistry;,HU,10.1002/9783527800315,,,,,,
CrossRef,"Breakthrough Technologies Co. Ltd, Kostomuksha Mine Combine, Karelia, Kostomuksha, Russia",Breakthrough Technologies Co. Ltd,RU,10.1080/14786470410001714799,,,,,,
CrossRef,Inflammation Research Center; Unit of Cellular and Molecular (Patho)physiology; Ghent Belgium,Inflammation Research Center; Unit of Cellular and Molecular (Patho)physiology;,BE,10.1002/eji.201545863,,,,,,
CrossRef,UFV,UFV,,10.1590/s0100-67622008000300001,,,,,,
CrossRef,Department of Mathematics; Virginia Tech; Blacksburg VA 24061-0123 USA,Department of Mathematics; Virginia Tech;,US,10.1002/mma.4238,,,,,,
CrossRef,"Department of Physical Therapy, Faculty of Health Sciences, Ryotokuji University: 5-8-1 Akemi, Urayasu City, Chiba 279-8567, Japan","Department of Physical Therapy, Faculty of Health Sciences, Ryotokuji University:",JP,10.1589/jpts.27.235,,,,,,
CrossRef,"Department of Trauma and Orthopaedics, Croydon University NHS Trust, Surrey, United Kingdom","Department of Trauma and Orthopaedics, Croydon University NHS Trust",UK,10.1055/s-0032-1329233,,,,,,
CrossRef,"Department of Psychiatry; University Hospital Vall d'Hebron, CIBERSAM, Universitat Autònoma de Barcelona; Barcelona Spain","Department of Psychiatry; University Hospital Vall d'Hebron, CIBERSAM, Universitat AutA?2noma de Barcelona;",ES,10.1111/j.1521-0391.2013.12103.x,,,,,,
CrossRef,Neuroscience Research Institute in SNUMRC; Seoul National University; Seoul Republic of Korea,Neuroscience Research Institute in SNUMRC; Seoul National University;,,10.1002/jnr.23427,,,,,,
CrossRef,Electrical and Computer Engineering Department; Northeastern University; Boston MA USA,Electrical and Computer Engineering Department; Northeastern University; Boston MA,US,10.1111/srt.12316,http://orcid.org/0000-0002-3796-7296,,,,,
