Source,Affiliation,Institution,Country,DOI,ORCID,gleif,grid,psi,wikidata,isni
CrossRef,"Nutrient Composition Laboratory, Nutrition Institute, Human Nutrition Center, Science and Education Administration, United States Department of Agriculture, Beltsville, Maryland 20705, USA",,,10.1155/s1463924680000053,,,,,,
CrossRef,"Federal University of São Paulo,  Brazil",,,10.1590/s1984-82502016000300005,,,,,,
CrossRef,Murdoch University School of Health Professions; Murdoch University; Mandurah Western Australia Australia,,,10.1111/hsc.12106,,,,,,
CrossRef,"Department of Mathematics and Statistics; American University; Washington, D.C. 20016-8050",,,10.1111/j.1558-5646.1997.tb02407.x,,,,,,
CrossRef,"Department of Neurosciences, Rehabilitation, Ophthalmology, Genetics, Maternal and Child Health; G. Gaslini Institute; University of Genoa; Genova Italy",,,10.1111/epi.13255,,,,,,
CrossRef,"Krebs Institute for Biomolecular Research, Department of Molecular Biology and Biotechnology; University of Sheffield; Firth Court Western Bank Sheffield S10 2TN UK",,,10.1002/anie.201607185,http://orcid.org/0000-0002-9430-6822,,,,,
CrossRef,"Stereotaxic Laboratory, Neurosurgical Clinic, Helsinki, Finland",,,10.3171/jns.1968.29.2.0160,,,,,,
CrossRef,Department of Psychiatry; University of Illinois at Chicago; Chicago; IL; USA,,,10.1002/gps.3939,,,,,,
CrossRef,"King’s College London, London, UK",,,10.1115/detc2016-60540,,,,,,
CrossRef,"Department of Trauma and Orthopaedic Surgery, Royal London Hospital, Whitechapel, London, UK",,,10.1308/rcsann.2017.0033,,,,,,
CrossRef,"Department of Radiology, The Catholic University of Korea, Uijeongbu St. Mary's Hospital, Korea.",,,10.3348/jkrs.2006.55.6.613,,,,,,
CrossRef,"Department of Radiology, Gyeongsang National University College of Medicine, Korea.",,,10.3348/jkrs.1997.37.1.89,,,,,,
CrossRef,Department of Gastroenterology; Ogaki Municipal Hospital; Ogaki Japan,,,10.1111/liv.12907,,,,,,
CrossRef,"Department of Naval Architecture and Ocean Engineering, National Kaohsiung Marine University, Kaohsiung 811, Taiwan",,,10.1155/2013/409846,,,,,,
CrossRef,Institute of Animal Breeding and Husbandry; Christian-Albrechts-University; Kiel Germany,,,10.1111/tbed.12106,,,,,,
CrossRef,"MOE Key Laboratory of Applied Physics and Chemistry in Space, Department of Applied Chemistry, College of Science; Northwestern Polytechnical University; Xi'an 710072 China",,,10.1002/pat.3851,,,,,,
CrossRef,"Associate professor, School of Criminal Justice, Michigan State University, 560 Baker Hall East Lansing, MI 48824-1118, US.",,,10.1520/jfs12749j,,,,,,
CrossRef,Sweet Briar College; USA,,,10.1002/9781118410868.wbehibs381,,,,,,
CrossRef,Institute of Human Genetics of the Polish Academy of Sciences; Poznań Poland,,,10.1002/rmv.1785,,,,,,
CrossRef,"European Commission, Joint Research Centre, Institute for Reference Materials and Measurements (present address), formerly CSIRO Plant Industry, Black Mountain Laboratories, Canberra ACT 2601, Australia.",,,10.1094/cchem-10-12-0133-r,,,,,,
CrossRef,ABR Incorporated-Environmental Research and Services; P.O. Box 80410 Fairbanks AK 99708,,,10.1002/wsb.357,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/tx.27662,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/ex.16619,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Pharmaceutical Faculty, University of Osaka",,,10.1248/yakushi1947.78.2_112,,,,,,
CrossRef,"Institute for Nuclear Research, Kyiv, 03680 Ukraine",,,10.1520/jai104050,,,,,,
CrossRef,"Laboratoire d'Etude des Surfaces et Interfaces, Ecole des Hautes Etudes Industrielles, CNRS U.A. 253, 13, rue de Toul, Lille Cédex 59046, France",,,10.1155/lc.8.1,,,,,,
CrossRef,Clinical Research Division; Fred Hutchinson Cancer Research Center and the University of Washington; Seattle; WA; USA,,,10.1111/j.1365-2141.2012.09251.x,,,,,,
CrossRef,Instituto Nacional de Pesquisas da Amazônia,,,10.1590/s0100-204x2007000700007,,,,,,
CrossRef,"Department of Medicine, Massachusetts General Hospital, MGH Clinical Laboratory Research Core, Boston, MA 02114, USA",,,10.1155/2013/294534,,,,,,
CrossRef,Institute of Biology; Scientific Research Centre; Slovenian Academy of Sciences and Arts; Ljubljana; Slovenia,,,10.1111/eth.12111,,,,,,
CrossRef,Biogeochemistry Department; Max Planck Institute for Chemistry; Mainz Germany,,,10.1029/2001jd001337,,,,,,
CrossRef,Divisions of Clinical Immunology & Allergy; McMaster University; Hamilton ON Canada,,,10.1111/cea.12194,,,,,,
CrossRef,John Carroll University,,,10.1111/emip.12058,,,,,,
CrossRef,Department of Philosophy; University of California; Davis; 1 Shields Ave.; Davis; CA; 95616; USA,,,10.1111/j.1467-9973.2012.01745.x,,,,,,
CrossRef,"Department of Anatomical Sciences; School of Medicine, St George's University; Grenada West Indies",,,10.1002/ca.22705,,,,,,
CrossRef,"Yeshiva University, New York, New York",,,10.1044/jshr.1001.77,,,,,,
CrossRef,"UVP, Inc.; Upland California",,,10.1002/0471140864.psa04ks52,,,,,,
CrossRef,"Department of Material Science, Graduate School of Engineering, Tokai University",,,10.2320/matertrans.mra2007054,,,,,,
CrossRef,"Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Carbon Dioxide Information Analysis Center",,,10.2172/1178927,,,,,,
CrossRef,Department of Clinical Laboratory; Jinhua Central Hospital; Jinhua China,,,10.1002/jcla.22141,,,,,,
CrossRef,"Faculty of Education and Social Work, University of Sydney",,,10.1075/aral.35.2.03cru,,,,,,
CrossRef,"School of Navigation, Wuhan University of Technology Wuhan China",,,10.1080/23311916.2016.1247611,,,,,,
CrossRef,"Universidade Federal do Rio de Janeiro,  Brasil",,,10.1590/s01518-8787.2016050006698,,,,,,
CrossRef,"Smart Structures and Advanced Composites Laboratory, College of Aerospace and Civil Engineering, Harbin Engineering University; Harbin 150001 China",,,10.1002/pc.23843,,,,,,
CrossRef,Department of Chemical Engineering; Chung Yuan Christian University; Chung Li Taiwan R.O.C.,,,10.1002/ente.201700290,,,,,,
CrossRef,Centre for Information Science; City University London; Northampton Square London EC1V 0HB United Kingdom,,,10.1002/asi.23459,,,,,,
CrossRef,"Department of Plastic, Reconstructive and Hand Surgery, Maastricht University Medical Centre, Maastricht, The Netherlands",,,10.1055/s-0036-1572538,,,,,,
CrossRef,Faculty of Political Science; University of Zagreb; Croatia,,,10.1111/2047-8852.12080,,,,,,
CrossRef,"Oncology Unit, Policlinico, Bari, Italy; Urology Unit II, Policlinico, Bari, Italy",,,10.1200/jco.2011.29.7_suppl.398,,,,,,
CrossRef,"Missouri Univ. of Science and Technology, Rolla, MO (United States)",,,10.2172/1353377,,,,,,
CrossRef,"Department of Neurology, Pusan National University School of Medicine, Busan, Korea.",,,10.3988/jcn.2014.10.1.24,,,,,,
CrossRef,"Universidade Federal Fluminense,  Brazil",,,10.1590/2316-4018485,,,,,,
CrossRef,Institute of Space and Astronautical Science,,,10.1143/jpsj.56.1693,,,,,,
CrossRef,California Polytechnic State University - San Luis Obispo,,,10.15368/agedrpt.2015.13,,,,,,
CrossRef,"Department of Otorhinolaryngology-Head and Neck Surgery; Seoul National University, College of Medicine; Seoul; South Korea",,,10.1002/lary.24017,,,,,,
CrossRef,State University of Campinas,,,10.1590/s1806-83242006000400005,,,,,,
CrossRef,"Faculty of Engineering, Tohokugakuin University",,,10.2320/jinstmet1952.63.9_1149,,,,,,
CrossRef,"Department of Anesthesiology, Kosin Medical Center, Pusan, Korea.",,,10.4097/kjae.1988.21.5.788,,,,,,
CrossRef,"Plasma Research Center, University of Tsukuba, Tsukuba 305",,,10.1143/jpsj.60.3184,,,,,,
CrossRef,"College of Agricultural and Marine Sciences and Sultan Qaboos University, Oman",,,10.5220/0005472501410147,,,,,,
CrossRef,Department of Pathology and Laboratory Medicine; American University of Beirut Medical Center; Beirut; Lebanon,,,10.1111/j.1600-0560.2012.01945.x,,,,,,
CrossRef,"Department of Urology, Nara Prefecture General Medical Center, 1-30-1 Hiramatsu, Nara, Nara 631-0846, Japan",,,10.1155/2016/6852951,http://orcid.org/0000-0002-1920-6303,,,,,
CrossRef,Food Science and Agricultural Department; University of Naples - Federico II; Via Università 100 I-80055 Portici NA Italy,,,10.1002/jsfa.7176,,,,,,
CrossRef,The Field Museum and University of Illinois at Chicago; USA,,,10.1002/9781118455074.wbeoe090,,,,,,
CrossRef,Ericsson; Stockholm Sweden,,,10.1002/nem.1947,,,,,,
CrossRef,"Chugai Pharmaceutical Co., Ltd.",,,10.1248/yakushi1947.72.8_1045,,,,,,
CrossRef,"Department of Occupational Disease, Catholic Industrial Medical Center, Catholic University Medical College, Seoul, Korea.",,,10.4046/trd.1995.42.6.923,,,,,,
CrossRef,"Taiyo Yuden Reseach Institute, 562 Hongo Tsukanaka Haruna-Machi, Gunma-Gun, Gunma 370-33",,,10.1143/jpsj.62.2062,,,,,,
CrossRef,"Department of Radiology and Research Institute of Radiological Science, Severance Children's Hospital, Yonsei University College of Medicine, Seoul, Korea.",,,10.3348/jksr.2015.73.3.199,,,,,,
CrossRef,"Dept. of Human Life and Environment, Faculty of Human Life and Environment, Heian Jogakuin (St. Agnes') University",,,10.3130/aija.69.57_2,,,,,,
CrossRef,"Department of Pharmacognosy and Molecular Basis of Phytotherapy; Medical University of Warsaw, Faculty of Pharmacy; Banacha St. 1; 02-097; Warsaw",,,10.1002/pca.2415,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/tx.4061,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Vascular Surgery Research Laboratory; Division of Vascular and Endovascular Surgery; Brigham and Women's Hospital; Harvard Medical School; Boston Massachusetts,,,10.1002/jcp.24469,,,,,,
CrossRef,University of Minnesota,,,10.1111/emip.12106,,,,,,
CrossRef,Independent Scholar,,,10.1558/ptcs.v15i2.31418,,,,,,
CrossRef,USP,,,10.1590/s0101-41612005000200001,,,,,,
CrossRef,"Department of Family Practice, University of California Davis Medical School, Davis, CA",,,10.1200/jco.2008.20.0451,,,,,,
CrossRef,Registrar; King Edward Memorial Hospital; Perth WA Australia,,,10.1111/ajo.12146,,,,,,
CrossRef,"Thiagarajar College of Engineering, Madurai, Tamilnadu, India",,,10.1145/3009977.3009996,,,,,,
CrossRef,Department of Chemical Biology and Drug Discovery; Utrecht University; Utrecht 3584 CG The Netherlands,,,10.1002/1873-3468.12708,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/ex.16948,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Staten Island University Hospital, Staten Island, NY",,,10.1200/jco.2004.22.90140.7573,,,,,,
CrossRef,GEOMAR; Helmholtz Centre for Ocean Research; Kiel Germany,,,10.1002/grl.50419,,,,,,
CrossRef,Taubman College of Architecture and Urban Planning; University of Michigan at Ann Arbor; 2000 Bonisteel Boulevard Ann Arbor MI 48109 USA,,,10.1111/1468-2427.12095,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/ex.7204,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Karolinska Institutet University Library; Stockholm; Sweden,,,10.1111/j.1471-1842.2012.00995.x,,,,,,
CrossRef,"Unité de Physiologie de la Reproduction et des Comportements, Institut National de la Recherche Agronomique, Nouzilly 37380, France",,,10.1155/2008/176275,,,,,,
CrossRef,Department of Geography and Urban Studies; Temple University; 308 Gladfelter Hall 1115 W. Polett Walk Philadelphia PA 19122 USA,,,10.1111/geoj.12189,,,,,,
CrossRef,CNRS - École Polytechnique,,,10.4204/eptcs.121,,,,,,
CrossRef,Ophthalmology; UZ Leuven; Leuven Belgium,,,10.1111/j.1755-3768.2015.0626,,,,,,
CrossRef,Biola University,,,10.1558/rsth.v34i2.26011,,,,,,
CrossRef,Universidade Federal do Espírito Santo,,,10.1590/s1413-70542005000200006,,,,,,
CrossRef,"Research and Development Department; Central Blood Institute, Japanese Red Cross Society; Tokyo; Japan",,,10.1111/tan.12139,,,,,,
CrossRef,"Max-Planck-Institut für Kohlenforschung, Kaiser-Wilhelm-Platz 1, 45470 Mülheim/Ruhr; 45470 Mülheim Germany",,,10.1002/celc.201600599,,,,,,
CrossRef,Norwegian Institute for Air Research; Kjeller Norway,,,10.1002/2014jd022394,,,,,,
CrossRef,“Petru Poni” Institute of Macromolecular Chemistry; Physical Chemistry Department; 41A Gr. Ghica Voda Alley 700487 Iasi Romania,,,10.1002/app.42344,,,,,,
CrossRef,Denver CO USA,,,10.1002/9781118445112.stat05234,,,,,,
CrossRef,University of Maryland; College Park Maryland USA,,,10.1002/9780470015902.a0003091.pub2,,,,,,
CrossRef,Faculty of Fisheries Sciences; Hokkaido University; Hakodate Japan,,,10.1002/2014jc010519,,,,,,
CrossRef,"Sunnybrook Health Sciences Centre, Toronto, ON, Canada; Calvary Mater Newcastle, Newcastle, Australia; CancerCare Manitoba, Winnipeg, MB, Canada",,,10.1200/jco.2012.30.5_suppl.186,,,,,,
CrossRef,"Sorbonne Universités; UPMC Univ; Paris 06 UR2, L2E, F-75005 Paris France",,,10.1002/jnm.2233,,,,,,
CrossRef,"Department of Biomedical and Biotechnological Sciences, Section of Physiology; University of Catania; Catania Italy",,,10.1002/jnr.23846,,,,,,
CrossRef,Department of Biology; University of Missouri-St. Louis; One University Boulevard St. Louis MO 63121-4499 USA,,,10.1111/j.1365-2656.2012.02024.x,,,,,,
CrossRef,"Graduate School of Science and Engineering, University of Toyama",,,10.2187/bss.31.9,,,,,,
CrossRef,University of Alabama at; Birmingham,,,10.1002/art.38117,,,,,,
CrossRef,"Kyungpook National University, Daegu, South Korea",,,10.1145/2695664.2695666,,,,,,
CrossRef,"From the Department of Ophthalmology, Howard University Hospital, Washington, DC; the",,,10.1167/iovs.12-9866,,,,,,
CrossRef,Large Animal Hospital; Copenhagen University; Taastrup Denmark,,,10.1111/eve.12145,,,,,,
CrossRef,"Tufts Medical Center, Boston, MA",,,10.1200/jco.2016.34.3_suppl.147,,,,,,
CrossRef,Assistant Professor of History at Texas A&M University,,,10.1111/russ.12130,,,,,,
CrossRef,"Audubon Appleton-Whittell Research Ranch, HC 1, Box 44, Elgin, Arizona 85611, USA",,,10.7589/0090-3558-42.4.825,,,,,,
CrossRef,"Department of Urology, Nihon University School of Medicine",,,10.5980/jpnjurol1928.73.7_898,,,,,,
CrossRef,"Department of Medical Research, Cathay General Hospital, Taipei 10630, Taiwan, R.O.C.",,,10.3892/ol.2016.5275,,,,,,
CrossRef,"University of Pernambuco,  Brazil",,,10.1590/0004-2730000002941,,,,,,
CrossRef,Columbia College Chicago; Chicago IL USA,,,10.1002/9781118785317.weom090300,,,,,,
CrossRef,UFPEL,,,10.1590/s0004-282x1980000200011,,,,,,
CrossRef,Biology-oriented Science and Technology; Kinki University; Kinokawa Wakayama Japan,,,10.1111/1574-6968.12357,,,,,,
CrossRef,"Pediatric Hematology/Oncology, University Children's Hospital Tübingen, Germany",,,10.1055/s-0033-1333749,,,,,,
CrossRef,"Chemistry Department, Faculty of Science; Assiut University; Assiut 71516 Egypt",,,10.1002/jhet.1797,,,,,,
CrossRef,German Aerospace Center (DLR),,,10.2514/6.2017-4145,,,,,,
CrossRef,PILAR Research and Education; Cambridge UK,,,10.1002/oby.21677,,,,,,
CrossRef,Department of Pathology & Laboratory Medicine; Cedars-Sinai Medical Center; Los Angeles California,,,10.1111/tbj.12494,,,,,,
CrossRef,"Department of Pharmacology, School of Pharmacy; Addis Ababa University; P O Box 1176; Addis Ababa; Ethiopia",,,10.1002/ptr.4744,,,,,,
CrossRef,Department of Obstetrics and Gynecology; Jichi Medical University; Jichi Medical University; Shimotsuke Tochigi Japan,,,10.1111/aogs.12693,,,,,,
CrossRef,"Universidade Estadual de Londrina,  Brazil",,,10.1590/0103-8478cr20141040,,,,,,
CrossRef,"Departments of Neurosurgery and Anaesthesiology, University Hospital, Uppsala, Sweden",,,10.3171/jns.1973.38.5.0561,,,,,,
CrossRef,"Monash University, Australia",,,10.4018/978-1-61350-074-3.ch024,,,,,,
CrossRef,"Universidade de São Paulo,  Brazil",,,10.1590/s2317-64312015000200001489,,,,,,
CrossRef,"Department of Psychology, Bilkent University, Ankara, TurkeyNational Magnetic Resonance Research Center, Bilkent University, Ankara, TurkeyDepartment of Psychology, Justus-Liebig-University Giessen, Giessen, Germanydicle@bilkent.edu.trhttps://www.uni-giessen.de/fbz/fb06/psychologie/abt/allgemeine-psychologie/bapl/team/dicledovencioglu",,,10.1167/17.6.3,,,,,,
CrossRef,"School of Pharmacy and Pharmaceutical Sciences, Mukogawa Women’s University",,,10.1248/bpb.b15-00731,,,,,,
CrossRef,"Department of Pediatrics, Kyungpook National University School of Medicine, Daegu, Korea.",,,10.3350/kjhep.2009.15.2.168,,,,,,
CrossRef,NARO Institute of Livestock and Grassland Science; Tsukuba Japan,,,10.1111/asj.12224,,,,,,
CrossRef,Service d'Hématologie Clinique Hôpital Aziza Othmana; Tunis Tunisia,,,10.1111/hae.12631,,,,,,
CrossRef,"Student Questioned Document Examiner, Questioned Document Division U.S. Army Criminal Investigation Laboratory, Ft Gillem, GA 30050, US.",,,10.1520/jfs15361j,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/tx.24239,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Korea Photonics Technology Institute, Nano Photonics Research Center, Gwangju, Republic of Korea",,,10.1117/1.oe.56.2.027103,,,,,,
CrossRef,"INFN, Laboratori Nazionali di Legnaro (LNL), Via dell’Università 2, 35020 Legnaro, Italy",,,10.1155/2013/972381,,,,,,
CrossRef,"Key Laboratory of Laboratory Medicine of Jiangsu Province, School of Medicine",,,10.1002/stem.2432,,,,,,
CrossRef,"Section of Nephrology, Department of Medicine, Baylor College of Medicine, Houston, Texas2Associate Editor, JAMA",,,10.1001/jama.2015.7521,,,,,,
CrossRef,UNESP,,,10.1590/s0100-83581978000100001,,,,,,
CrossRef,"Air Force Institute of Technology, Wright–Patterson Air Force Base, Ohio 45433",,,10.2514/1.g002652,,,,,,
CrossRef,Department of Neurosurgery; Xinqiao Hospital; Third Military Medical University; Chongqing China,,,10.1111/cns.12494,,,,,,
CrossRef,UFSM,,,10.1590/s0102-05362004000400020,,,,,,
CrossRef,Universidade Federal da Bahia,,,10.1590/s1517-74912001000300007,,,,,,
CrossRef,"Hefei National Laboratory for Physical Sciences at the Microscale, iChEM; CAS Key Laboratory of Urban Pollutant Conversion; Anhui Province Key Laboratory of Biomass Clean Energy; Department of Chemistry; University of Science and Technology of China; Hefei 230026 China",,,10.1002/chem.201602610,,,,,,
CrossRef,European Centre for Disease Prevention and Control (ECDC); Stockholm Sweden,,,10.1111/dmcn.12543,,,,,,
CrossRef,Department of Geography; University of North Carolina; Chapel Hill North Carolina USA,,,10.1002/2015jg003023,,,,,,
CrossRef,"Haldor Topsoe, Inc., Houston, TX (United States)",,,10.2172/1173129,,,,,,
CrossRef,UFES,,,10.17648/galoa-cbee-6-28706,,,,,,
CrossRef,Texas Woman's University; Denton TX USA,,,10.1002/9781118785317.weom060217,,,,,,
CrossRef,"Biogen Idec, Inc.; Cambridge MA USA",,,10.1002/9781118541203.xen383,,,,,,
CrossRef,"OncoHematology Unit, Fondazione Ca' Granda IRCCS; Ospedale Maggiore Policlinico; Milan Italy",,,10.1002/hon.2327,,,,,,
CrossRef,"Department of Surgery, Jikei University School of Medicine",,,10.3919/jjsa.76.117,,,,,,
CrossRef,"Department of Neurology, Kyungpook National University School of Medicine, Daegu, Korea.",,,10.14253/kjcn.2015.17.1.38,,,,,,
CrossRef,"Bharathidasan University, India",,,10.4018/978-1-4666-6086-1.ch014,,,,,,
CrossRef,"Institute of Physics, Częstochowa University of Technology, al. Armii Krajowej 19, 42-200 Częstochowa, Poland",,,10.12693/aphyspola.129.193,,,,,,
CrossRef,College of Electronic and Information Engineering; Nanjing University of Aeronautics and Astronautics; Nanjing 211106 China,,,10.1002/cjg2.20231,,,,,,
CrossRef,"Département de Mathématiques et Informatique, Faculté des Sciences, Université d'Antananarivo, BP 906, Ambohitsaina 101-Antananarivo, Madagascar",,,10.4153/cmb-2015-022-2,,,,,,
CrossRef,"Vilnius University, Lithuania",,,10.4018/978-1-4666-2943-1.ch006,,,,,,
CrossRef,Division of Otolaryngology-HNS Department of Surgery University of Maryland School of Medicine Baltimore,,,10.1044/jshr.3901.04,,,,,,
CrossRef,School of Science; China Pharmaceutical University; Nanjing 210009 China,,,10.1002/bio.2871,,,,,,
CrossRef,University of Cambridge,,,10.1145/2940157.2940160,,,,,,
CrossRef,"West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu 610041, Sichuan, CN.",,,10.1520/jfs15537j,,,,,,
CrossRef,"Department of Physics, Faculty of Science; Universiti Teknologi Malaysia, 81310; UTM Skudai Johor Malaysia",,,10.1002/bio.2902,,,,,,
CrossRef,Department of Soils and Fertilizers National Agriculture Research Center,,,10.6090/jarq.35.11,,,,,,
CrossRef,"Santa Casa de São Paulo,  Brazil",,,10.1590/s1516-31802011000100004,,,,,,
CrossRef,"Department of Earth, Atmospheric and Planetary Sciences; Massachusetts Institute of Technology; Cambridge; Massachusetts; USA",,,10.1029/2003gb002179,,,,,,
CrossRef,"Boston University, USA",,,10.4018/978-1-4666-4026-9.ch007,,,,,,
CrossRef,"Theoretical Division Los Alamos National Laboratory, Los Alamos, New Mexico, USA",,,10.1142/9789813220669_0025,,,,,,
CrossRef,"Department of Rehabilitation Sciences Post Graduation Program, Universidade Nove de Julho, São Paulo, Brazil",,,10.12659/mst.890381,,,,,,
CrossRef,Department of Materials Science and Chemical Engineering; Shizuoka University; 3-5-1 Johoku; Naka-ku; Hamamatsu; 432-8561; Japan,,,10.1002/sia.3834,,,,,,
CrossRef,"Department of Mathematics, University of Central Florida, Orlando 32816, FL, USA",,,10.1155/s0161171293000298,,,,,,
CrossRef,Stony Brook University,,,10.1145/3021304.3021306,,,,,,
CrossRef,"School of Health, Nursing and Midwifery; University of the West of Scotland; Paisley UK",,,10.1111/opn.12028,,,,,,
CrossRef,Jet Propulsion Laboratory; California Institute of Technology; Pasadena California USA,,,10.1029/2002ja009588,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/ex.20152,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Jet Propulsion Laboratory; California Institute of Technology; Pasadena; California; USA,,,10.1029/2005rs003279,,,,,,
CrossRef,"Institute of Physics, Polish Academy of Sciences, Al. Lotników 32/46, Warszawa, Poland",,,10.12693/aphyspola.79.315,,,,,,
CrossRef,"Department of Pharmacy and Biotechnology, Alma Mater Studiorum, University of Bologna, Via Irnerio 48, 40126 Bologna, Italy",,,10.1155/2015/196914,,,,,,
CrossRef,"Division of Entomology, Indian Agricultural Research Institute, New Delhi 110012, India",,,10.1155/2012/604087,,,,,,
CrossRef,University of Basel and Federal Reserve Bank of St. Louis,,,10.1111/ecoj.12449,,,,,,
CrossRef,School of Chemistry; the Australian Centre for NanoMedicine and the ARC Centre of Excellence in Convergent Bio-Nano Science and Technology; The University of New South Wales; Sydney 2052 NSW Australia,,,10.1002/anie.201607921,,,,,,
CrossRef,School of Semiconductor and Chemical Engineering; Semiconductor Physics Research Center; Chonbuk National University; Jeonju 561-756 Korea,,,10.1111/ijac.12483,,,,,,
CrossRef,"Research Institute of Chemistry, Konishiroku Photo. Ind. Co., Ltd.",,,10.1248/yakushi1947.71.12_1456,,,,,,
CrossRef,"Nutrition, Exercise Physiology, and Sarcopenia Laboratory; Jean Mayer USDA Human Nutrition Research Center; Tufts University; 711 Washington Street Boston MA 02111 USA",,,10.1111/acel.12251,,,,,,
CrossRef,"University of Tianjin, China",,,10.2495/icesep130581,,,,,,
CrossRef,Institute for Hydrobiology and Fisheries Science; University of Hamburg; Olbersweg 24 22767 Hamburg Germany,,,10.1111/2041-210x.12045,,,,,,
CrossRef,Allergy and Respiratory Diseases Clinic; University of Genoa; IRCCS-AOU San Martino; Genova; Italy,,,10.1111/all.12014,,,,,,
CrossRef,Berlin,,,10.3139/104.080104,,,,,,
CrossRef,Centre for Clean Energy Technology; University of Technology Sydney; Broadway Sydney NSW 2007 Australia,,,10.1002/adfm.201500863,,,,,,
CrossRef,"University of Louisiana – Lafayette, USA",,,10.4018/978-1-5225-2472-4.ch012,,,,,,
CrossRef,Geriatric Unit; Department of Medical and Surgery Sciences; Brescia Italy,,,10.1111/jgs.12625,,,,,,
CrossRef,"University of Latvia, Latvia",,,10.5220/0005374503030312,,,,,,
CrossRef,Department of Chemistry; Bogazici University; 34342 Bebek Istanbul Turkey,,,10.1002/pola.27025,,,,,,
CrossRef,"Federal University of Santa Maria,  Brasil",,,10.1590/s1516-89132000000100012,,,,,,
CrossRef,"University of Trento & Telecom Italia, Trento, Italy",,,10.1145/2733373.2806250,,,,,,
CrossRef,"Department of Internal Medicine, Institute of Gastroenterology, Brain Korea 21 Project for Medical Science, Yonsei University College of Medicine, Seoul, Korea.",,,10.3349/ymj.2003.44.3.534,,,,,,
CrossRef,"Department of Pacing and Electrophysiology, The First Affiliated Hospital of Xinjiang Medical University, Urumqi, Xinjiang, China (mainland)",,,10.12659/msm.894320,,,,,,
CrossRef,"The University of Sydney, Faculty of Health Sciences, P.O. Box 170, Lidcombe, NSW 1825, Australia",,,10.1155/2013/847293,http://orcid.org/0000-0002-3659-6710,,,,,
CrossRef,Department of Polymer Engineering and Technology; University of the Punjab; Lahore 54590 Pakistan,,,10.1002/adv.21739,,,,,,
CrossRef,"Center for Climate Change and Sustainable Energy Policy, Central European University, Budapest H-1051, Hungary; email: ,",,,10.1146/annurev-environ-031312-125456,,,,,,
CrossRef,"Klinik für Unfall-, Hand- und Wiederherstellungschirurgie, Universitätsklinikum des Saarlandes, Homburg",,,10.1055/s-0042-113774,,,,,,
CrossRef,"From the Vision Science Research Program, Toronto Western Hospital, Toronto, Ontario, Canada; the2Centre for Vision Research, York University, Toronto, Ontario, Canada; and the",,,10.1167/iovs.07-1290,,,,,,
CrossRef,"Department of Medicine, School of Medicine, University of Utah, Salt Lake City, UT 84132, USA",,,10.1155/2016/9142598,http://orcid.org/0000-0003-2464-9640,,,,,
CrossRef,"University of Michigan, Ann Arbor, MI",,,10.1115/msec2016-8589,,,,,,
CrossRef,"Augenklinik, Universitätsspital Basel, Schweiz",,,10.1055/s-0035-1545815,,,,,,
CrossRef,"Department of Surgery, Hospital das Clínicas, Universidade Federal do Paraná–UFPR, Curitiba, PR, Brazil",,,10.1055/s-0033-1358584,,,,,,
CrossRef,"Department of Orthopaedic Surgery, Daedong General Hospital, Busan, Korea.",,,10.4055/cios.2010.2.4.232,,,,,,
CrossRef,Institute of Environment and Resources; Technical University of Denmark; Kongens Lyngby Denmark,,,10.1029/2006wr005663,,,,,,
CrossRef,Aachen,,,10.1002/srin.193400476,,,,,,
CrossRef,Environmental Remote Sensing Group; Arizona State University; Tempe; AZ; USA,,,10.1002/we.539,,,,,,
CrossRef,"Department of Psychiatry, School of Medicine, Gachon University, Incheon, Korea.",,,10.4306/jknpa.2013.52.4.231,,,,,,
CrossRef,University of Kentucky,,,10.1590/s0100-879x1999001100003,,,,,,
CrossRef,Centre for Mental Health; University Health Network; Toronto Ontario Canada,,,10.1002/jts.22176,,,,,,
CrossRef,Osaka Prefectural Technical College,,,10.2473/shigentosozai1953.95.1101_803,,,,,,
CrossRef,"Department of Veterinary Pathobiology, Purdue University, West Lafayette, IN 47907, USA",,,10.7589/0090-3558-35.2.388,,,,,,
CrossRef,"Department of Informatics, University of Almería, Spain",,,10.1155/2014/692510,,,,,,
CrossRef,"University of São Paulo, Brazil",,,10.4018/978-1-5225-2495-3.ch003,,,,,,
CrossRef,Universidad de La Frontera,,,10.1590/s1516-89131998000300002,,,,,,
CrossRef,The College of St. Scholastica,,,10.1111/rsr.12425,,,,,,
